TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,Continent,Country_x,City_x,City_y,Country_y,AttractionType,Attraction,AttractionAddress,VisitSeason,UserAverageRating,AttractionAverageRating
3733,382,2023,10,Family,87,4.0,Africa,Egypt,Luxor,Vancouver,Canada,Park,Vancouver Park 87,"Main Road, Vancouver",Autumn,3.2600000000000002,3.881818181818182
3734,348,2023,4,Business,22,2.9,North America,Canada,Vancouver,Melbourne,Australia,Adventure,Melbourne Adventure 22,"Main Road, Melbourne",Spring,3.7714285714285714,3.8629629629629627
3735,391,2023,2,Solo,88,4.4,North America,Mexico,Cancun,Tokyo,Japan,Shopping,Tokyo Shopping 88,"Main Road, Tokyo",Winter,4.25,3.901818181818182
3736,104,2022,8,Couples,63,3.5,North America,Mexico,Mexico City,Madrid,Spain,Shopping,Madrid Shopping 63,"Main Road, Madrid",Summer,3.533333333333333,3.8245283018867924
3737,335,2022,11,Solo,79,3.7,North America,Mexico,Cancun,Mexico City,Mexico,Historical Site,Mexico City Historical Site 79,"Main Road, Mexico City",Autumn,3.85,3.861224489795918
3738,343,2024,9,Couples,91,3.9,South America,Brazil,Sao Paulo,Singapore,Singapore,Historical Site,Singapore Historical Site 91,"Main Road, Singapore",Autumn,3.675,3.924137931034483
3739,854,2025,3,Family,8,2.9,Asia,Japan,Osaka,Las Vegas,USA,Museum,Las Vegas Museum 8,"Main Road, Las Vegas",Spring,3.8333333333333335,3.716279069767442
3740,971,2025,7,Couples,12,4.5,Africa,Kenya,Mombasa,New York,USA,Historical Site,New York Historical Site 12,"Main Road, New York",Summer,3.8833333333333333,3.8160714285714286
3741,421,2022,2,Solo,4,3.8,North America,Mexico,Mexico City,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Winter,3.533333333333333,3.96
3742,200,2022,2,Friends,47,3.1,Asia,Japan,Kyoto,New York,USA,Historical Site,New York Historical Site 47,"Main Road, New York",Winter,3.35,3.9181818181818184
3743,677,2023,12,Family,23,3.6,North America,USA,New York,Los Angeles,USA,Adventure,Los Angeles Adventure 23,"Main Road, Los Angeles",Winter,4.1625,3.919047619047619
3744,241,2024,1,Solo,2,4.6,South America,Brazil,Rio de Janeiro,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 2,"Main Road, Sao Paulo",Winter,3.533333333333333,3.727272727272727
3745,618,2025,4,Friends,92,4.4,Australia,New Zealand,Auckland,Queenstown,New Zealand,Museum,Queenstown Museum 92,"Main Road, Queenstown",Spring,3.783333333333333,4.0339285714285715
3746,970,2024,5,Solo,4,4.5,South America,Argentina,Buenos Aires,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Spring,3.8875,3.96
3747,664,2024,8,Family,18,3.3,Europe,Germany,Munich,Madrid,Spain,Historical Site,Madrid Historical Site 18,"Main Road, Madrid",Summer,3.6999999999999997,3.7285714285714286
3748,880,2022,12,Couples,4,3.5,Asia,Thailand,Phuket,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Winter,3.8333333333333335,3.96
3749,160,2022,4,Family,51,3.9,Australia,New Zealand,Auckland,Mexico City,Mexico,Temple,Mexico City Temple 51,"Main Road, Mexico City",Spring,3.775,3.861290322580645
3750,955,2023,8,Family,100,4.3,Australia,New Zealand,Queenstown,Mombasa,Kenya,Wildlife,Mombasa Wildlife 100,"Main Road, Mombasa",Summer,4.45,3.75
3751,948,2022,10,Couples,4,4.3,Europe,Spain,Barcelona,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Autumn,3.8666666666666667,3.96
3752,336,2022,12,Family,5,3.4,Europe,Germany,Berlin,Santiago,Chile,Adventure,Santiago Adventure 5,"Main Road, Santiago",Winter,3.7000000000000006,3.691111111111111
3753,334,2023,7,Friends,22,4.5,Europe,Italy,Venice,Melbourne,Australia,Adventure,Melbourne Adventure 22,"Main Road, Melbourne",Summer,3.9,3.8629629629629627
3754,494,2022,7,Friends,52,3.1,Australia,New Zealand,Queenstown,Mombasa,Kenya,Shopping,Mombasa Shopping 52,"Main Road, Mombasa",Summer,3.283333333333333,3.9035087719298245
3755,771,2024,11,Business,42,4.0,Australia,New Zealand,Auckland,Singapore,Singapore,Wildlife,Singapore Wildlife 42,"Main Road, Singapore",Autumn,3.642857142857143,3.706382978723404
3756,949,2023,12,Couples,72,3.3,South America,Brazil,Sao Paulo,Luxor,Egypt,Temple,Luxor Temple 72,"Main Road, Luxor",Winter,3.95,3.696296296296296
3757,913,2025,6,Friends,34,4.8,North America,USA,Las Vegas,Mombasa,Kenya,Temple,Mombasa Temple 34,"Main Road, Mombasa",Summer,4.82,3.764
3758,136,2024,11,Solo,15,3.1,North America,Canada,Vancouver,Jaipur,India,Historical Site,Jaipur Historical Site 15,"Main Road, Jaipur",Autumn,3.6,3.8632653061224493
3759,59,2024,10,Business,10,4.9,Europe,Italy,Rome,Toronto,Canada,Wildlife,Toronto Wildlife 10,"Main Road, Toronto",Autumn,3.585714285714286,3.8257575757575757
3760,986,2023,10,Solo,78,3.8,Australia,New Zealand,Queenstown,Santiago,Chile,Museum,Santiago Museum 78,"Main Road, Santiago",Autumn,3.957142857142857,3.814814814814815
3761,500,2023,2,Friends,61,3.4,Asia,Singapore,Singapore,Sydney,Australia,Shopping,Sydney Shopping 61,"Main Road, Sydney",Winter,3.7571428571428567,3.8000000000000003
3762,363,2022,2,Couples,67,3.4,Africa,Egypt,Luxor,Auckland,New Zealand,Historical Site,Auckland Historical Site 67,"Main Road, Auckland",Winter,3.9,3.736842105263158
3763,16,2022,4,Couples,85,4.0,Australia,Australia,Melbourne,Rome,Italy,Historical Site,Rome Historical Site 85,"Main Road, Rome",Spring,3.9333333333333336,3.8607843137254902
3764,892,2025,4,Friends,80,3.9,North America,Mexico,Cancun,Nairobi,Kenya,Temple,Nairobi Temple 80,"Main Road, Nairobi",Spring,4.133333333333334,3.8166666666666664
3765,780,2025,4,Family,25,3.2,Africa,South Africa,Cape Town,Cairo,Egypt,Temple,Cairo Temple 25,"Main Road, Cairo",Spring,3.55,3.595555555555556
3766,678,2024,4,Solo,12,2.9,Africa,Kenya,Mombasa,New York,USA,Historical Site,New York Historical Site 12,"Main Road, New York",Spring,3.35,3.8160714285714286
3767,295,2024,8,Friends,77,2.5,Australia,Australia,Sydney,Rome,Italy,Temple,Rome Temple 77,"Main Road, Rome",Summer,3.7,3.836734693877551
3768,90,2024,6,Business,42,4.1,North America,Canada,Vancouver,Singapore,Singapore,Wildlife,Singapore Wildlife 42,"Main Road, Singapore",Summer,3.9875,3.706382978723404
3769,740,2025,2,Friends,83,4.2,Africa,Kenya,Mombasa,Melbourne,Australia,Wildlife,Melbourne Wildlife 83,"Main Road, Melbourne",Winter,3.857142857142857,3.851282051282051
3770,457,2025,10,Couples,65,4.3,South America,Chile,Santiago,Vancouver,Canada,Museum,Vancouver Museum 65,"Main Road, Vancouver",Autumn,3.8600000000000003,3.9294117647058826
3771,782,2025,3,Family,83,4.8,Europe,Spain,Barcelona,Melbourne,Australia,Wildlife,Melbourne Wildlife 83,"Main Road, Melbourne",Spring,3.45,3.851282051282051
3772,939,2024,12,Couples,9,2.8,Europe,Germany,Berlin,Nice,France,Adventure,Nice Adventure 9,"Main Road, Nice",Winter,3.2399999999999998,3.709803921568627
3773,368,2022,6,Family,58,3.9,South America,Chile,Santiago,Mumbai,India,Wildlife,Mumbai Wildlife 58,"Main Road, Mumbai",Summer,4.5200000000000005,3.7518518518518515
3774,103,2025,2,Solo,78,4.2,Europe,Spain,Madrid,Santiago,Chile,Museum,Santiago Museum 78,"Main Road, Santiago",Winter,4.091666666666667,3.814814814814815
3775,116,2022,11,Family,15,3.1,Asia,India,Jaipur,Jaipur,India,Historical Site,Jaipur Historical Site 15,"Main Road, Jaipur",Autumn,3.75,3.8632653061224493
3776,250,2024,1,Friends,15,4.6,Africa,Kenya,Mombasa,Jaipur,India,Historical Site,Jaipur Historical Site 15,"Main Road, Jaipur",Winter,4.1,3.8632653061224493
3777,818,2024,11,Couples,60,3.6,North America,Canada,Toronto,Johannesburg,South Africa,Museum,Johannesburg Museum 60,"Main Road, Johannesburg",Autumn,4.0200000000000005,3.7857142857142856
3778,287,2023,11,Family,73,3.5,Asia,Thailand,Phuket,Queenstown,New Zealand,Shopping,Queenstown Shopping 73,"Main Road, Queenstown",Autumn,3.525,3.7816666666666667
3779,318,2024,8,Friends,75,3.8,Asia,India,Mumbai,Vancouver,Canada,Park,Vancouver Park 75,"Main Road, Vancouver",Summer,4.0,3.861818181818182
3780,809,2023,1,Friends,49,3.6,Australia,New Zealand,Auckland,Santiago,Chile,Historical Site,Santiago Historical Site 49,"Main Road, Santiago",Winter,3.516666666666667,3.8877551020408165
3781,266,2024,12,Friends,78,3.6,South America,Chile,Santiago,Santiago,Chile,Museum,Santiago Museum 78,"Main Road, Santiago",Winter,3.7600000000000002,3.814814814814815
3782,932,2022,8,Family,60,5.0,Asia,Japan,Tokyo,Johannesburg,South Africa,Museum,Johannesburg Museum 60,"Main Road, Johannesburg",Summer,4.1,3.7857142857142856
3783,171,2022,6,Family,58,4.8,Australia,Australia,Sydney,Mumbai,India,Wildlife,Mumbai Wildlife 58,"Main Road, Mumbai",Summer,3.94,3.7518518518518515
3784,219,2022,5,Couples,98,4.2,Australia,New Zealand,Auckland,Mombasa,Kenya,Adventure,Mombasa Adventure 98,"Main Road, Mombasa",Spring,3.6100000000000003,4.017543859649122
3785,456,2022,7,Solo,19,2.6,South America,Brazil,Sao Paulo,Auckland,New Zealand,Park,Auckland Park 19,"Main Road, Auckland",Summer,3.425,3.689583333333333
3786,406,2024,10,Couples,37,4.0,North America,Canada,Toronto,Mumbai,India,Historical Site,Mumbai Historical Site 37,"Main Road, Mumbai",Autumn,3.6,3.752173913043478
3787,355,2023,2,Couples,77,4.9,Africa,Kenya,Nairobi,Rome,Italy,Temple,Rome Temple 77,"Main Road, Rome",Winter,4.7,3.836734693877551
3788,581,2024,7,Family,39,3.5,Africa,South Africa,Johannesburg,Munich,Germany,Shopping,Munich Shopping 39,"Main Road, Munich",Summer,4.0,3.965909090909091
3789,723,2023,8,Family,94,3.8,Asia,Japan,Kyoto,Melbourne,Australia,Temple,Melbourne Temple 94,"Main Road, Melbourne",Summer,3.9200000000000004,3.6732142857142853
3790,796,2022,8,Couples,5,2.6,South America,Argentina,Buenos Aires,Santiago,Chile,Adventure,Santiago Adventure 5,"Main Road, Santiago",Summer,3.4,3.691111111111111
3791,848,2022,11,Business,18,4.5,Europe,France,Paris,Madrid,Spain,Historical Site,Madrid Historical Site 18,"Main Road, Madrid",Autumn,3.7714285714285714,3.7285714285714286
3792,601,2022,2,Family,4,3.5,South America,Chile,Santiago,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Winter,4.0,3.96
3793,132,2023,12,Friends,44,3.0,South America,Chile,Santiago,Rio de Janeiro,Brazil,Temple,Rio de Janeiro Temple 44,"Main Road, Rio de Janeiro",Winter,3.9499999999999997,3.825
3794,258,2023,12,Solo,36,3.5,Africa,Kenya,Nairobi,Singapore,Singapore,Beach,Singapore Beach 36,"Main Road, Singapore",Winter,3.66,3.7410714285714284
3795,759,2025,12,Friends,47,4.4,Europe,Italy,Venice,New York,USA,Historical Site,New York Historical Site 47,"Main Road, New York",Winter,4.2,3.9181818181818184
3796,305,2023,11,Family,88,4.3,Asia,Japan,Tokyo,Tokyo,Japan,Shopping,Tokyo Shopping 88,"Main Road, Tokyo",Autumn,3.866666666666667,3.901818181818182
3797,169,2023,4,Solo,78,4.7,South America,Argentina,Buenos Aires,Santiago,Chile,Museum,Santiago Museum 78,"Main Road, Santiago",Spring,3.966666666666667,3.814814814814815
3798,615,2022,12,Family,94,4.1,Australia,Australia,Sydney,Melbourne,Australia,Temple,Melbourne Temple 94,"Main Road, Melbourne",Winter,3.9,3.6732142857142853
3799,358,2024,9,Couples,58,3.9,Asia,Japan,Kyoto,Mumbai,India,Wildlife,Mumbai Wildlife 58,"Main Road, Mumbai",Autumn,3.966666666666667,3.7518518518518515
3800,329,2022,8,Business,25,3.5,Asia,India,Goa,Cairo,Egypt,Temple,Cairo Temple 25,"Main Road, Cairo",Summer,3.85,3.595555555555556
3801,932,2025,1,Business,89,4.3,Asia,Japan,Tokyo,Sydney,Australia,Park,Sydney Park 89,"Main Road, Sydney",Winter,4.1,3.811764705882353
3802,368,2024,9,Solo,3,4.7,South America,Chile,Santiago,Rio de Janeiro,Brazil,Adventure,Rio de Janeiro Adventure 3,"Main Road, Rio de Janeiro",Autumn,4.5200000000000005,3.791111111111111
3803,751,2022,8,Couples,19,4.4,Australia,New Zealand,Queenstown,Auckland,New Zealand,Park,Auckland Park 19,"Main Road, Auckland",Summer,4.1375,3.689583333333333
3804,565,2024,12,Family,34,3.7,Africa,South Africa,Johannesburg,Mombasa,Kenya,Temple,Mombasa Temple 34,"Main Road, Mombasa",Winter,3.3875,3.764
3805,518,2024,1,Family,27,4.5,North America,Mexico,Cancun,Nairobi,Kenya,Temple,Nairobi Temple 27,"Main Road, Nairobi",Winter,4.35,3.6843137254901963
3806,244,2024,7,Solo,44,4.3,South America,Chile,Santiago,Rio de Janeiro,Brazil,Temple,Rio de Janeiro Temple 44,"Main Road, Rio de Janeiro",Summer,3.233333333333333,3.825
3807,22,2022,9,Solo,47,4.1,Europe,Italy,Rome,New York,USA,Historical Site,New York Historical Site 47,"Main Road, New York",Autumn,4.0,3.9181818181818184
3808,967,2022,7,Family,27,4.1,Australia,New Zealand,Queenstown,Nairobi,Kenya,Temple,Nairobi Temple 27,"Main Road, Nairobi",Summer,3.8857142857142857,3.6843137254901963
3809,699,2022,1,Friends,10,2.7,South America,Chile,Santiago,Toronto,Canada,Wildlife,Toronto Wildlife 10,"Main Road, Toronto",Winter,3.744444444444445,3.8257575757575757
3810,418,2024,9,Couples,71,2.6,Africa,Kenya,Mombasa,Rio de Janeiro,Brazil,Museum,Rio de Janeiro Museum 71,"Main Road, Rio de Janeiro",Autumn,3.1333333333333333,3.9066666666666667
3811,823,2025,2,Solo,7,5.0,South America,Chile,Santiago,Santiago,Chile,Park,Santiago Park 7,"Main Road, Santiago",Winter,4.083333333333333,3.6767857142857143
3812,569,2023,10,Family,91,3.5,Australia,New Zealand,Auckland,Singapore,Singapore,Historical Site,Singapore Historical Site 91,"Main Road, Singapore",Autumn,3.6125000000000003,3.924137931034483
3813,133,2023,12,Couples,42,3.1,North America,Canada,Toronto,Singapore,Singapore,Wildlife,Singapore Wildlife 42,"Main Road, Singapore",Winter,3.7625,3.706382978723404
3814,451,2022,2,Family,7,3.9,Africa,South Africa,Cape Town,Santiago,Chile,Park,Santiago Park 7,"Main Road, Santiago",Winter,4.3,3.6767857142857143
3815,845,2022,9,Business,58,3.5,South America,Chile,Santiago,Mumbai,India,Wildlife,Mumbai Wildlife 58,"Main Road, Mumbai",Autumn,3.7,3.7518518518518515
3816,329,2025,4,Solo,40,3.6,Asia,India,Goa,Cape Town,South Africa,Museum,Cape Town Museum 40,"Main Road, Cape Town",Spring,3.85,3.815909090909091
3817,583,2024,6,Family,17,4.5,North America,USA,Las Vegas,Buenos Aires,Argentina,Wildlife,Buenos Aires Wildlife 17,"Main Road, Buenos Aires",Summer,3.9333333333333336,3.9155555555555552
3818,465,2024,3,Family,94,5.0,Europe,Italy,Milan,Melbourne,Australia,Temple,Melbourne Temple 94,"Main Road, Melbourne",Spring,4.266666666666667,3.6732142857142853
3819,240,2024,7,Family,30,3.9,Asia,Singapore,Singapore,Cape Town,South Africa,Museum,Cape Town Museum 30,"Main Road, Cape Town",Summer,3.9749999999999996,3.811111111111111
3820,283,2023,5,Business,2,2.9,North America,USA,Los Angeles,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 2,"Main Road, Sao Paulo",Spring,3.3333333333333335,3.727272727272727
3821,324,2022,5,Friends,13,3.3,Europe,Italy,Venice,Auckland,New Zealand,Wildlife,Auckland Wildlife 13,"Main Road, Auckland",Spring,3.883333333333333,3.8711864406779664
3822,713,2023,7,Business,37,3.1,Asia,Thailand,Pattaya,Mumbai,India,Historical Site,Mumbai Historical Site 37,"Main Road, Mumbai",Summer,3.757142857142857,3.752173913043478
3823,448,2024,5,Solo,55,3.6,Australia,Australia,Sydney,Mumbai,India,Wildlife,Mumbai Wildlife 55,"Main Road, Mumbai",Spring,3.8875,3.6921568627450982
3824,219,2025,9,Friends,33,3.1,Australia,New Zealand,Auckland,New York,USA,Historical Site,New York Historical Site 33,"Main Road, New York",Autumn,3.6100000000000003,3.8160000000000003
3825,238,2024,12,Couples,37,3.7,South America,Brazil,Sao Paulo,Mumbai,India,Historical Site,Mumbai Historical Site 37,"Main Road, Mumbai",Winter,4.166666666666667,3.752173913043478
3826,435,2025,2,Friends,8,3.0,Australia,New Zealand,Queenstown,Las Vegas,USA,Museum,Las Vegas Museum 8,"Main Road, Las Vegas",Winter,3.1999999999999997,3.716279069767442
3827,357,2025,6,Business,38,3.9,Europe,Italy,Venice,Luxor,Egypt,Museum,Luxor Museum 38,"Main Road, Luxor",Summer,3.1166666666666667,3.784313725490196
3828,833,2025,6,Family,64,4.4,Africa,Kenya,Nairobi,Madrid,Spain,Beach,Madrid Beach 64,"Main Road, Madrid",Summer,3.6999999999999997,3.8058823529411763
3829,373,2023,1,Family,60,3.9,Australia,Australia,Sydney,Johannesburg,South Africa,Museum,Johannesburg Museum 60,"Main Road, Johannesburg",Winter,3.9,3.7857142857142856
3830,153,2023,8,Solo,7,4.0,Europe,Spain,Barcelona,Santiago,Chile,Park,Santiago Park 7,"Main Road, Santiago",Summer,3.95,3.6767857142857143
3831,716,2025,9,Couples,31,4.8,Australia,New Zealand,Queenstown,Queenstown,New Zealand,Historical Site,Queenstown Historical Site 31,"Main Road, Queenstown",Autumn,4.766666666666667,3.663157894736842
3832,954,2022,5,Friends,58,3.2,Australia,New Zealand,Queenstown,Mumbai,India,Wildlife,Mumbai Wildlife 58,"Main Road, Mumbai",Spring,3.6875,3.7518518518518515
3833,49,2023,1,Solo,35,4.6,South America,Argentina,Buenos Aires,Paris,France,Beach,Paris Beach 35,"Main Road, Paris",Winter,3.725,3.728
3834,516,2022,11,Business,96,3.9,South America,Argentina,Buenos Aires,Cancun,Mexico,Adventure,Cancun Adventure 96,"Main Road, Cancun",Autumn,3.8,3.5860000000000003
3835,571,2025,2,Solo,61,3.8,South America,Chile,Santiago,Sydney,Australia,Shopping,Sydney Shopping 61,"Main Road, Sydney",Winter,4.0181818181818185,3.8000000000000003
3836,476,2024,5,Business,82,4.2,Asia,Japan,Tokyo,Sydney,Australia,Temple,Sydney Temple 82,"Main Road, Sydney",Spring,3.814285714285714,3.7333333333333334
3837,436,2025,10,Friends,78,3.4,South America,Brazil,Rio de Janeiro,Santiago,Chile,Museum,Santiago Museum 78,"Main Road, Santiago",Autumn,3.88,3.814814814814815
3838,580,2025,9,Business,35,4.3,North America,Mexico,Mexico City,Paris,France,Beach,Paris Beach 35,"Main Road, Paris",Autumn,3.814285714285714,3.728
3839,527,2024,11,Couples,63,4.4,Europe,Spain,Barcelona,Madrid,Spain,Shopping,Madrid Shopping 63,"Main Road, Madrid",Autumn,4.040000000000001,3.8245283018867924
3840,389,2022,7,Family,90,3.6,Africa,Kenya,Mombasa,Nice,France,Temple,Nice Temple 90,"Main Road, Nice",Summer,3.8333333333333335,3.7215686274509805
3841,825,2023,2,Couples,72,3.5,Australia,New Zealand,Queenstown,Luxor,Egypt,Temple,Luxor Temple 72,"Main Road, Luxor",Winter,3.6999999999999997,3.696296296296296
3842,199,2024,11,Family,40,2.7,South America,Brazil,Rio de Janeiro,Cape Town,South Africa,Museum,Cape Town Museum 40,"Main Road, Cape Town",Autumn,3.8428571428571425,3.815909090909091
3843,578,2023,7,Friends,9,3.7,Africa,South Africa,Johannesburg,Nice,France,Adventure,Nice Adventure 9,"Main Road, Nice",Summer,4.125,3.709803921568627
3844,895,2022,9,Business,87,3.6,South America,Chile,Santiago,Vancouver,Canada,Park,Vancouver Park 87,"Main Road, Vancouver",Autumn,3.7714285714285714,3.881818181818182
3845,348,2024,10,Couples,51,4.3,North America,Canada,Vancouver,Mexico City,Mexico,Temple,Mexico City Temple 51,"Main Road, Mexico City",Autumn,3.7714285714285714,3.861290322580645
3846,183,2025,10,Couples,96,4.5,South America,Argentina,Buenos Aires,Cancun,Mexico,Adventure,Cancun Adventure 96,"Main Road, Cancun",Autumn,3.8600000000000003,3.5860000000000003
3847,497,2022,3,Family,85,3.2,Asia,India,Goa,Rome,Italy,Historical Site,Rome Historical Site 85,"Main Road, Rome",Spring,3.822222222222222,3.8607843137254902
3848,706,2024,12,Couples,63,3.7,South America,Brazil,Sao Paulo,Madrid,Spain,Shopping,Madrid Shopping 63,"Main Road, Madrid",Winter,3.575,3.8245283018867924
3849,617,2022,9,Couples,69,3.5,North America,Mexico,Cancun,Johannesburg,South Africa,Shopping,Johannesburg Shopping 69,"Main Road, Johannesburg",Autumn,3.2285714285714286,3.818032786885246
3850,131,2023,4,Solo,45,4.4,North America,USA,New York,Cairo,Egypt,Park,Cairo Park 45,"Main Road, Cairo",Spring,3.6,3.852830188679245
3851,611,2023,5,Solo,96,3.8,Africa,Kenya,Nairobi,Cancun,Mexico,Adventure,Cancun Adventure 96,"Main Road, Cancun",Spring,4.08,3.5860000000000003
3852,923,2024,2,Solo,80,2.9,South America,Argentina,Buenos Aires,Nairobi,Kenya,Temple,Nairobi Temple 80,"Main Road, Nairobi",Winter,3.62,3.8166666666666664
3853,432,2025,12,Family,1,4.1,Australia,New Zealand,Queenstown,Berlin,Germany,Wildlife,Berlin Wildlife 1,"Main Road, Berlin",Winter,3.4,3.782051282051282
3854,462,2023,3,Solo,29,3.6,North America,USA,Las Vegas,Santiago,Chile,Wildlife,Santiago Wildlife 29,"Main Road, Santiago",Spring,3.35,3.7943396226415094
3855,11,2024,10,Couples,32,2.3,Australia,Australia,Melbourne,Buenos Aires,Argentina,Shopping,Buenos Aires Shopping 32,"Main Road, Buenos Aires",Autumn,3.4375,3.812244897959184
3856,191,2023,9,Business,7,3.5,Europe,Germany,Munich,Santiago,Chile,Park,Santiago Park 7,"Main Road, Santiago",Autumn,3.516666666666667,3.6767857142857143
3857,694,2022,4,Couples,31,4.7,Europe,Spain,Barcelona,Queenstown,New Zealand,Historical Site,Queenstown Historical Site 31,"Main Road, Queenstown",Spring,3.6,3.663157894736842
3858,17,2022,10,Solo,4,4.9,South America,Brazil,Rio de Janeiro,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Autumn,4.2,3.96
3859,214,2024,12,Couples,52,3.9,Africa,South Africa,Cape Town,Mombasa,Kenya,Shopping,Mombasa Shopping 52,"Main Road, Mombasa",Winter,3.783333333333333,3.9035087719298245
3860,589,2024,1,Friends,47,3.4,Australia,New Zealand,Queenstown,New York,USA,Historical Site,New York Historical Site 47,"Main Road, New York",Winter,3.814285714285714,3.9181818181818184
3861,283,2025,4,Couples,31,1.7,North America,USA,Los Angeles,Queenstown,New Zealand,Historical Site,Queenstown Historical Site 31,"Main Road, Queenstown",Spring,3.3333333333333335,3.663157894736842
3862,830,2024,5,Couples,39,5.0,Australia,New Zealand,Auckland,Munich,Germany,Shopping,Munich Shopping 39,"Main Road, Munich",Spring,4.225,3.965909090909091
3863,692,2025,3,Business,12,3.6,Australia,Australia,Melbourne,New York,USA,Historical Site,New York Historical Site 12,"Main Road, New York",Spring,3.9285714285714284,3.8160714285714286
3864,378,2024,10,Couples,23,3.2,South America,Argentina,Buenos Aires,Los Angeles,USA,Adventure,Los Angeles Adventure 23,"Main Road, Los Angeles",Autumn,3.6454545454545455,3.919047619047619
3865,935,2024,10,Business,26,4.3,Europe,Italy,Rome,Rome,Italy,Temple,Rome Temple 26,"Main Road, Rome",Autumn,3.5,3.829310344827586
3866,1000,2023,12,Friends,8,4.1,Europe,Germany,Berlin,Las Vegas,USA,Museum,Las Vegas Museum 8,"Main Road, Las Vegas",Winter,3.8285714285714283,3.716279069767442
3867,438,2024,4,Couples,51,3.2,Australia,New Zealand,Auckland,Mexico City,Mexico,Temple,Mexico City Temple 51,"Main Road, Mexico City",Spring,3.7,3.861290322580645
3868,538,2025,9,Couples,69,3.6,South America,Argentina,Buenos Aires,Johannesburg,South Africa,Shopping,Johannesburg Shopping 69,"Main Road, Johannesburg",Autumn,3.6500000000000004,3.818032786885246
3869,879,2023,11,Friends,4,4.3,Asia,Singapore,Singapore,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Autumn,3.9,3.96
3870,562,2023,4,Friends,84,3.2,Australia,New Zealand,Queenstown,Singapore,Singapore,Temple,Singapore Temple 84,"Main Road, Singapore",Spring,3.6,3.7846153846153845
3871,795,2025,10,Business,26,4.1,Africa,Kenya,Mombasa,Rome,Italy,Temple,Rome Temple 26,"Main Road, Rome",Autumn,3.6,3.829310344827586
3872,78,2025,4,Couples,31,3.6,Africa,Egypt,Cairo,Queenstown,New Zealand,Historical Site,Queenstown Historical Site 31,"Main Road, Queenstown",Spring,3.22,3.663157894736842
3873,15,2022,12,Couples,78,3.9,Australia,New Zealand,Auckland,Santiago,Chile,Museum,Santiago Museum 78,"Main Road, Santiago",Winter,4.211111111111111,3.814814814814815
3874,731,2022,9,Family,63,4.4,Australia,New Zealand,Queenstown,Madrid,Spain,Shopping,Madrid Shopping 63,"Main Road, Madrid",Autumn,3.78,3.8245283018867924
3875,194,2025,11,Couples,7,3.9,Africa,South Africa,Johannesburg,Santiago,Chile,Park,Santiago Park 7,"Main Road, Santiago",Autumn,3.88,3.6767857142857143
3876,568,2025,5,Couples,32,3.3,North America,Canada,Vancouver,Buenos Aires,Argentina,Shopping,Buenos Aires Shopping 32,"Main Road, Buenos Aires",Spring,3.72,3.812244897959184
3877,461,2022,4,Friends,11,3.4,North America,Canada,Toronto,Pattaya,Thailand,Beach,Pattaya Beach 11,"Main Road, Pattaya",Spring,3.7,3.7121951219512193
3878,925,2023,6,Couples,85,3.9,Africa,South Africa,Cape Town,Rome,Italy,Historical Site,Rome Historical Site 85,"Main Road, Rome",Summer,3.9272727272727277,3.8607843137254902
3879,344,2022,5,Family,40,4.4,Australia,Australia,Melbourne,Cape Town,South Africa,Museum,Cape Town Museum 40,"Main Road, Cape Town",Spring,3.84,3.815909090909091
3880,169,2025,1,Family,20,3.3,South America,Argentina,Buenos Aires,Vancouver,Canada,Wildlife,Vancouver Wildlife 20,"Main Road, Vancouver",Winter,3.966666666666667,3.775
3881,312,2024,3,Couples,54,3.2,Asia,India,Goa,Rio de Janeiro,Brazil,Shopping,Rio de Janeiro Shopping 54,"Main Road, Rio de Janeiro",Spring,3.3600000000000003,3.7326086956521736
3882,380,2025,5,Friends,90,3.4,Australia,New Zealand,Queenstown,Nice,France,Temple,Nice Temple 90,"Main Road, Nice",Spring,3.3,3.7215686274509805
3883,903,2024,3,Family,9,2.5,Europe,Italy,Rome,Nice,France,Adventure,Nice Adventure 9,"Main Road, Nice",Spring,3.05,3.709803921568627
3884,733,2023,2,Family,95,3.1,South America,Argentina,Buenos Aires,Singapore,Singapore,Park,Singapore Park 95,"Main Road, Singapore",Winter,3.875,3.819607843137255
3885,696,2023,8,Family,2,5.0,Australia,Australia,Sydney,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 2,"Main Road, Sao Paulo",Summer,3.8333333333333335,3.727272727272727
3886,49,2025,4,Friends,43,3.7,South America,Argentina,Buenos Aires,Cape Town,South Africa,Shopping,Cape Town Shopping 43,"Main Road, Cape Town",Spring,3.725,3.772
